date,縣市,鄉鎮,戶數,人口總,人口男,人口女
2009/10/1,臺中市,大里區,60266,195666,97291,98375
2009/10/1,臺中市,太平區,53645,172217,86574,85643
2009/10/1,臺中市,東勢區,16819,53746,27926,25820
2009/10/1,臺中市,大甲區,21335,78723,39986,38737
2009/10/1,臺中市,清水區,24525,85734,44267,41467
2009/10/1,臺中市,沙鹿區,22863,80409,40942,39467
2009/10/1,臺中市,梧棲區,15740,54951,27956,26995
2009/10/1,臺中市,后里區,14621,54431,28082,26349
2009/10/1,臺中市,神岡區,17388,64074,33099,30975
2009/10/1,臺中市,潭子區,31704,99420,49689,49731
2009/10/1,臺中市,大雅區,25766,89265,45066,44199
2009/10/1,臺中市,新社區,7276,25770,13570,12200
2009/10/1,臺中市,石岡區,4803,16133,8424,7709
2009/10/1,臺中市,外埔區,8682,31960,16468,15492
2009/10/1,臺中市,大安區,5184,20455,10789,9666
2009/10/1,臺中市,烏日區,19978,68317,34679,33638
2009/10/1,臺中市,大肚區,15594,55957,28719,27238
2009/10/1,臺中市,龍井區,20158,73598,37557,36041
2009/10/1,臺中市,霧峰區,18504,63868,32901,30967
2009/10/1,臺中市,和平區,4459,10744,5875,4869
2009/10/1,彰化縣,彰化市,70741,237048,118319,118729
2009/10/1,彰化縣,鹿港鎮,21867,85317,43789,41528
2009/10/1,彰化縣,和美鎮,23661,89567,46034,43533
2009/10/1,彰化縣,北斗鎮,9753,33622,17055,16567
2009/10/1,彰化縣,員林市,36199,125883,63433,62450
2009/10/1,彰化縣,溪湖鎮,14891,56270,28802,27468
2009/10/1,彰化縣,田中鎮,12427,44477,23207,21270
2009/10/1,彰化縣,二林鎮,14176,54526,28136,26390
2009/10/1,彰化縣,線西鄉,4045,17067,8780,8287
2009/10/1,彰化縣,伸港鄉,8831,35947,18529,17418
2009/10/1,彰化縣,福興鄉,11844,49131,25744,23387
2009/10/1,彰化縣,秀水鄉,9523,38981,20220,18761
2009/10/1,彰化縣,花壇鄉,12746,46216,23875,22341
2009/10/1,彰化縣,芬園鄉,6829,24995,13271,11724
2009/10/1,彰化縣,大村鄉,10061,36627,19111,17516
2009/10/1,彰化縣,埔鹽鄉,8676,34511,18124,16387
2009/10/1,彰化縣,埔心鄉,9784,35387,18365,17022
2009/10/1,彰化縣,永靖鄉,10293,39593,20539,19054
2009/10/1,彰化縣,社頭鄉,12178,44996,23212,21784
2009/10/1,彰化縣,二水鄉,5298,16751,8839,7912
2009/10/1,彰化縣,田尾鄉,7579,28854,15050,13804
2009/10/1,彰化縣,埤頭鄉,8456,31976,16749,15227
2009/10/1,彰化縣,芳苑鄉,9925,36569,19427,17142
2009/10/1,彰化縣,大城鄉,5347,19119,10395,8724
2009/10/1,彰化縣,竹塘鄉,4549,16684,8788,7896
2009/10/1,彰化縣,溪州鄉,8614,31857,16812,15045
2009/10/1,南投縣,南投市,32867,104721,52754,51967
2009/10/1,南投縣,埔里鎮,28034,85848,43368,42480
2009/10/1,南投縣,草屯鎮,30514,100252,50743,49509
2009/10/1,南投縣,竹山鎮,18732,58855,30414,28441
2009/10/1,南投縣,集集鎮,4267,12050,6351,5699
2009/10/1,南投縣,名間鄉,11971,41564,21860,19704
2009/10/1,南投縣,鹿谷鄉,6611,19356,10290,9066
2009/10/1,南投縣,中寮鄉,5603,16411,8923,7488
2009/10/1,南投縣,魚池鄉,5767,17344,9173,8171
2009/10/1,南投縣,國姓鄉,7188,20993,11503,9490
2009/10/1,南投縣,水里鄉,7215,20461,10750,9711
2009/10/1,南投縣,信義鄉,5137,17313,9373,7940
2009/10/1,南投縣,仁愛鄉,4901,15601,8185,7416
2009/10/1,雲林縣,斗六市,34018,106619,53790,52829
2009/10/1,雲林縣,斗南鎮,15040,47508,24155,23353
2009/10/1,雲林縣,虎尾鎮,22055,70138,35746,34392
2009/10/1,雲林縣,西螺鎮,13860,48989,24933,24056
2009/10/1,雲林縣,土庫鎮,8625,30742,16103,14639
2009/10/1,雲林縣,北港鎮,15073,43596,22710,20886
2009/10/1,雲林縣,古坑鄉,10560,34641,18350,16291
2009/10/1,雲林縣,大埤鄉,6604,21488,11483,10005
2009/10/1,雲林縣,莿桐鄉,8908,30667,16073,14594
2009/10/1,雲林縣,林內鄉,5702,20183,10568,9615
2009/10/1,雲林縣,二崙鄉,8718,30055,16138,13917
2009/10/1,雲林縣,崙背鄉,8256,27777,14667,13110
2009/10/1,雲林縣,麥寮鄉,12008,35059,18462,16597
2009/10/1,雲林縣,東勢鄉,5710,17195,9356,7839
2009/10/1,雲林縣,褒忠鄉,4266,14606,7785,6821
2009/10/1,雲林縣,臺西鄉,8763,26609,14345,12264
2009/10/1,雲林縣,元長鄉,9327,29372,15999,13373
2009/10/1,雲林縣,四湖鄉,9038,27263,14890,12373
2009/10/1,雲林縣,口湖鄉,9613,30811,16441,14370
2009/10/1,雲林縣,水林鄉,10381,29513,16151,13362
2009/10/1,嘉義縣,太保市,10940,36111,18691,17420
2009/10/1,嘉義縣,朴子市,14238,44286,22648,21638
2009/10/1,嘉義縣,布袋鎮,10102,30765,15832,14933
2009/10/1,嘉義縣,大林鎮,11102,33971,17488,16483
2009/10/1,嘉義縣,民雄鄉,22353,72708,37437,35271
2009/10/1,嘉義縣,溪口鄉,5372,16554,8828,7726
2009/10/1,嘉義縣,新港鄉,10260,35039,18505,16534
2009/10/1,嘉義縣,六腳鄉,9103,26850,14247,12603
2009/10/1,嘉義縣,東石鄉,9324,28192,14996,13196
2009/10/1,嘉義縣,義竹鄉,7452,21703,11248,10455
2009/10/1,嘉義縣,鹿草鄉,5681,17381,9326,8055
2009/10/1,嘉義縣,水上鄉,17233,52563,27271,25292
2009/10/1,嘉義縣,中埔鄉,15018,47774,25006,22768
2009/10/1,嘉義縣,竹崎鄉,11207,38917,20762,18155
2009/10/1,嘉義縣,梅山鄉,6569,22042,11691,10351
2009/10/1,嘉義縣,番路鄉,3863,11671,6349,5322
2009/10/1,嘉義縣,大埔鄉,1970,4553,2417,2136
2009/10/1,嘉義縣,阿里山鄉,2023,6187,3322,2865
2009/10/1,臺南市,新營區,26777,78296,39181,39115
2009/10/1,臺南市,永康區,73240,214216,106764,107452
2009/10/1,臺南市,鹽水區,9845,27365,14258,13107
2009/10/1,臺南市,白河區,10867,31791,16727,15064
2009/10/1,臺南市,麻豆區,14818,46164,23603,22561
2009/10/1,臺南市,佳里區,19027,59472,29664,29808
2009/10/1,臺南市,新化區,13510,44369,22774,21595
2009/10/1,臺南市,善化區,14242,43336,21971,21365
2009/10/1,臺南市,學甲區,9417,28166,14418,13748
2009/10/1,臺南市,柳營區,7724,22995,12029,10966
2009/10/1,臺南市,後壁區,8667,26172,13652,12520
2009/10/1,臺南市,東山區,8150,23393,12478,10915
2009/10/1,臺南市,下營區,9035,26438,13718,12720
2009/10/1,臺南市,六甲區,7566,24029,12503,11526
2009/10/1,臺南市,官田區,7586,22442,11527,10915
2009/10/1,臺南市,大內區,4065,11114,5909,5205
2009/10/1,臺南市,西港區,7724,25335,12948,12387
2009/10/1,臺南市,七股區,7916,25027,13108,11919
2009/10/1,臺南市,將軍區,7390,21833,11141,10692
2009/10/1,臺南市,北門區,4332,12546,6405,6141
2009/10/1,臺南市,新市區,10662,35002,17624,17378
2009/10/1,臺南市,安定區,9119,30127,15614,14513
2009/10/1,臺南市,山上區,2720,8032,4228,3804
2009/10/1,臺南市,玉井區,5073,15611,8104,7507
2009/10/1,臺南市,楠西區,3600,10814,5747,5067
2009/10/1,臺南市,南化區,2816,9009,4933,4076
2009/10/1,臺南市,左鎮區,1968,5630,3117,2513
2009/10/1,臺南市,仁德區,24241,68846,35489,33357
2009/10/1,臺南市,歸仁區,20177,65927,33630,32297
2009/10/1,臺南市,關廟區,10599,36373,18895,17478
2009/10/1,臺南市,龍崎區,1596,4450,2407,2043
2009/10/1,高雄市,鳳山區,124500,339703,169792,169911
2009/10/1,高雄市,岡山區,32737,97048,48896,48152
2009/10/1,高雄市,旗山區,13678,40402,21118,19284
2009/10/1,高雄市,美濃區,13897,43461,22695,20766
2009/10/1,高雄市,林園區,23764,70733,36421,34312
2009/10/1,高雄市,大寮區,37628,109251,56915,52336
2009/10/1,高雄市,大樹區,12972,44270,22969,21301
2009/10/1,高雄市,仁武區,24678,69958,36170,33788
2009/10/1,高雄市,大社區,11514,32828,16935,15893
2009/10/1,高雄市,鳥松區,16194,42032,21379,20653
2009/10/1,高雄市,橋頭區,12359,36260,18647,17613
2009/10/1,高雄市,燕巢區,9891,31067,16621,14446
2009/10/1,高雄市,田寮區,3558,8326,4616,3710
2009/10/1,高雄市,阿蓮區,9053,30625,15463,15162
2009/10/1,高雄市,路竹區,15837,54128,27684,26444
2009/10/1,高雄市,湖內區,9361,28696,14834,13862
2009/10/1,高雄市,茄萣區,10058,31589,16528,15061
2009/10/1,高雄市,永安區,5751,14186,7258,6928
2009/10/1,高雄市,彌陀區,6519,20628,10771,9857
2009/10/1,高雄市,梓官區,11839,36900,19246,17654
2009/10/1,高雄市,六龜區,5791,15380,8340,7040
2009/10/1,高雄市,甲仙區,2547,7600,4093,3507
2009/10/1,高雄市,杉林區,4026,11106,6063,5043
2009/10/1,高雄市,內門區,5007,16119,8798,7321
2009/10/1,高雄市,茂林區,545,1839,938,901
2009/10/1,高雄市,桃源區,1245,4746,2541,2205
2009/10/1,高雄市,那瑪夏區,869,3447,1799,1648
2009/10/1,屏東縣,屏東市,72073,213818,106841,106977
2009/10/1,屏東縣,潮州鎮,17922,56076,28289,27787
2009/10/1,屏東縣,東港鎮,15275,50246,25562,24684
2009/10/1,屏東縣,恆春鎮,10623,31148,16065,15083
2009/10/1,屏東縣,萬丹鄉,14098,54311,28129,26182
2009/10/1,屏東縣,長治鄉,9642,30940,16216,14724
2009/10/1,屏東縣,麟洛鄉,3537,11593,6011,5582
2009/10/1,屏東縣,九如鄉,6504,23040,12005,11035
2009/10/1,屏東縣,里港鄉,7810,26244,13454,12790
2009/10/1,屏東縣,鹽埔鄉,7626,27430,14276,13154
2009/10/1,屏東縣,高樹鄉,9556,27204,14538,12666
2009/10/1,屏東縣,萬巒鄉,6376,22317,11768,10549
2009/10/1,屏東縣,內埔鄉,17593,58754,30630,28124
2009/10/1,屏東縣,竹田鄉,5445,18473,9832,8641
2009/10/1,屏東縣,新埤鄉,3335,10926,5772,5154
2009/10/1,屏東縣,枋寮鄉,8370,27024,14301,12723
2009/10/1,屏東縣,新園鄉,11207,38992,20138,18854
2009/10/1,屏東縣,崁頂鄉,4106,17272,8858,8414
2009/10/1,屏東縣,林邊鄉,6899,21113,10923,10190
2009/10/1,屏東縣,南州鄉,3655,11923,6136,5787
2009/10/1,屏東縣,佳冬鄉,6995,21708,11341,10367
2009/10/1,屏東縣,琉球鄉,3906,12556,6958,5598
2009/10/1,屏東縣,車城鄉,3489,9948,5376,4572
2009/10/1,屏東縣,滿州鄉,3051,8634,4730,3904
2009/10/1,屏東縣,枋山鄉,2085,6189,3304,2885
2009/10/1,屏東縣,三地門鄉,2128,7545,3863,3682
2009/10/1,屏東縣,霧臺鄉,945,2921,1547,1374
2009/10/1,屏東縣,瑪家鄉,1863,6499,3399,3100
2009/10/1,屏東縣,泰武鄉,1230,5086,2692,2394
2009/10/1,屏東縣,來義鄉,2133,7856,4043,3813
2009/10/1,屏東縣,春日鄉,1312,4869,2541,2328
2009/10/1,屏東縣,獅子鄉,1451,4960,2611,2349
2009/10/1,屏東縣,牡丹鄉,1848,4960,2567,2393
2009/10/1,臺東縣,臺東市,37693,109584,55728,53856
2009/10/1,臺東縣,成功鎮,5403,16010,8546,7464
2009/10/1,臺東縣,關山鎮,3209,9872,5179,4693
2009/10/1,臺東縣,卑南鄉,6530,18390,9972,8418
2009/10/1,臺東縣,大武鄉,2535,7169,3721,3448
2009/10/1,臺東縣,太麻里鄉,4518,12064,6475,5589
2009/10/1,臺東縣,東河鄉,3532,9497,5262,4235
2009/10/1,臺東縣,長濱鄉,2917,8477,4824,3653
2009/10/1,臺東縣,鹿野鄉,3113,8678,4699,3979
2009/10/1,臺東縣,池上鄉,3220,9310,4965,4345
2009/10/1,臺東縣,綠島鄉,982,3281,1767,1514
2009/10/1,臺東縣,延平鄉,1077,3633,2019,1614
2009/10/1,臺東縣,海端鄉,1091,4526,2466,2060
2009/10/1,臺東縣,達仁鄉,1482,4069,2235,1834
2009/10/1,臺東縣,金峰鄉,1017,3460,1814,1646
2009/10/1,臺東縣,蘭嶼鄉,1343,4270,2225,2045
2009/10/1,花蓮縣,花蓮市,40181,109907,54027,55880
2009/10/1,花蓮縣,鳳林鎮,4445,12180,6475,5705
2009/10/1,花蓮縣,玉里鎮,8923,27360,14872,12488
2009/10/1,花蓮縣,新城鄉,7235,20290,10572,9718
2009/10/1,花蓮縣,吉安鄉,28481,79477,40852,38625
2009/10/1,花蓮縣,壽豐鄉,6765,18918,10242,8676
2009/10/1,花蓮縣,光復鄉,4986,14271,7623,6648
2009/10/1,花蓮縣,豐濱鄉,1814,5101,2824,2277
2009/10/1,花蓮縣,瑞穗鄉,4610,13058,7060,5998
2009/10/1,花蓮縣,富里鄉,3973,11845,6522,5323
2009/10/1,花蓮縣,秀林鄉,4581,15087,7866,7221
2009/10/1,花蓮縣,萬榮鄉,2135,6982,3727,3255
2009/10/1,花蓮縣,卓溪鄉,1661,6434,3602,2832
2009/10/1,澎湖縣,馬公市,19319,56261,28537,27724
2009/10/1,澎湖縣,湖西鄉,4610,13417,7023,6394
2009/10/1,澎湖縣,白沙鄉,3092,9369,4907,4462
2009/10/1,澎湖縣,西嶼鄉,2798,8459,4389,4070
2009/10/1,澎湖縣,望安鄉,1850,4700,2548,2152
2009/10/1,澎湖縣,七美鄉,1226,3545,1864,1681
2009/10/1,基隆市,中正區,22046,56425,28990,27435
2009/10/1,基隆市,七堵區,19833,55428,28129,27299
2009/10/1,基隆市,暖暖區,14173,38125,19429,18696
2009/10/1,基隆市,仁愛區,19660,50488,24960,25528
2009/10/1,基隆市,中山區,18882,51493,26354,25139
2009/10/1,基隆市,安樂區,31659,85016,42370,42646
2009/10/1,基隆市,信義區,19874,51567,25889,25678
2009/10/1,新竹市,東區,66195,194398,96094,98304
2009/10/1,新竹市,北區,49355,144074,71375,72699
2009/10/1,新竹市,香山區,22386,71927,36760,35167
2009/10/1,臺中市,中區,8453,23335,11511,11824
2009/10/1,臺中市,東區,25497,73883,37429,36454
2009/10/1,臺中市,西區,42626,117459,56564,60895
2009/10/1,臺中市,南區,41039,112394,54686,57708
2009/10/1,臺中市,北區,54693,147468,71593,75875
2009/10/1,臺中市,西屯區,70763,203292,98964,104328
2009/10/1,臺中市,南屯區,51324,150359,72624,77735
2009/10/1,臺中市,北屯區,81286,243756,118717,125039
2009/10/1,嘉義市,東區,44542,127988,62535,65453
2009/10/1,嘉義市,西區,49856,145873,72447,73426
2009/10/1,臺南市,東區,70203,194452,94219,100233
2009/10/1,臺南市,南區,42699,126644,63648,62996
2009/10/1,臺南市,北區,47231,131153,64943,66210
2009/10/1,臺南市,安南區,53304,176778,90087,86691
2009/10/1,臺南市,安平區,22538,61562,29568,31994
2009/10/1,臺南市,中西區,29864,79994,39348,40646
2009/10/1,臺北市,松山區,77096,208144,98747,109397
2009/10/1,臺北市,信義區,85395,225421,109059,116362
2009/10/1,臺北市,大安區,116038,311496,146931,164565
2009/10/1,臺北市,中山區,90113,218237,103112,115125
2009/10/1,臺北市,中正區,61383,158785,76778,82007
2009/10/1,臺北市,大同區,46330,123510,61024,62486
2009/10/1,臺北市,萬華區,73186,188648,94592,94056
2009/10/1,臺北市,文山區,95801,261005,126710,134295
2009/10/1,臺北市,南港區,40942,113308,56061,57247
2009/10/1,臺北市,內湖區,94724,267577,129247,138330
2009/10/1,臺北市,士林區,99360,283837,138326,145511
2009/10/1,臺北市,北投區,88371,248218,120799,127419
2009/10/1,高雄市,鹽埕區,11116,27698,13956,13742
2009/10/1,高雄市,鼓山區,50510,128853,63409,65444
2009/10/1,高雄市,左營區,72384,189765,93750,96015
2009/10/1,高雄市,楠梓區,60787,171541,85324,86217
2009/10/1,高雄市,三民區,129937,355203,174312,180891
2009/10/1,高雄市,新興區,22849,55893,27309,28584
2009/10/1,高雄市,前金區,12536,29330,14358,14972
2009/10/1,高雄市,苓雅區,71124,185205,90406,94799
2009/10/1,高雄市,前鎮區,75474,200039,99822,100217
2009/10/1,高雄市,旗津區,10875,29943,15581,14362
2009/10/1,高雄市,小港區,61858,153672,77484,76188
2009/10/1,金門縣,金城鎮,10635,31244,16210,15034
2009/10/1,金門縣,金湖鎮,6983,20234,10532,9702
2009/10/1,金門縣,金沙鎮,5209,14712,7566,7146
2009/10/1,金門縣,金寧鄉,5974,17514,9182,8332
2009/10/1,金門縣,烈嶼鄉,2515,8407,4307,4100
2009/10/1,金門縣,烏坵鄉,136,491,248,243
2009/10/1,連江縣,南竿鄉,1168,5934,3425,2509
2009/10/1,連江縣,北竿鄉,377,1757,1016,741
2009/10/1,連江縣,莒光鄉,237,1157,680,477
2009/10/1,連江縣,東引鄉,262,1042,611,431
2009/11/1,總計,臺灣地區,7761194,23006135,11580664,11425471
2009/11/1,總計,臺灣省,6212071,18870817,9564107,9306710
2009/11/1,總計,新北市,1372952,3869879,1926305,1943574
2009/11/1,總計,宜蘭縣,151760,461499,235751,225748
2009/11/1,總計,桃園市,652789,1976897,998330,978567
2009/11/1,總計,新竹縣,157456,510058,262977,247081
2009/11/1,總計,苗栗縣,169841,561549,292274,269275
2009/11/1,總計,臺中市,458877,1561342,792268,769074
2009/11/1,總計,彰化縣,358737,1312373,674707,637666
2009/11/1,總計,南投縣,169035,530891,273672,257219
2009/11/1,總計,雲林縣,226774,722777,377978,344799
2009/11/1,總計,嘉義縣,173987,547457,286056,261401
2009/11/1,總計,臺南市,365001,1104316,564432,539884
2009/11/1,總計,高雄市,426482,1242766,637533,605233
2009/11/1,總計,屏東縣,274453,882796,454703,428093
2009/11/1,總計,臺東縣,79693,232382,121910,110472
2009/11/1,總計,花蓮縣,119842,340949,176203,164746
2009/11/1,總計,澎湖縣,32991,95942,49371,46571
2009/11/1,總計,基隆市,146107,388496,196047,192449
2009/11/1,總計,新竹市,138183,410950,204402,206548
2009/11/1,總計,臺中市,376519,1072738,522359,550379
2009/11/1,總計,嘉義市,94471,273930,134992,138938
2009/11/1,總計,臺南市,266121,770830,381837,388993
2009/11/1,總計,臺北市,969138,2607879,1260899,1346980
2009/11/1,總計,高雄市,579985,1527439,755658,771781
2009/11/1,總計,福建省,33592,103006,53958,49048
2009/11/1,總計,金門縣,31543,93107,48221,44886
2009/11/1,總計,連江縣,2049,9899,5737,4162
2009/11/1,新北市,板橋區,190399,552519,274080,278439
2009/11/1,新北市,三重區,137003,388066,193915,194151
2009/11/1,新北市,永和區,89298,236764,113825,122939
2009/11/1,新北市,中和區,153133,414486,205303,209183
2009/11/1,新北市,新莊區,134023,400649,198218,202431
2009/11/1,新北市,新店區,114149,294242,144614,149628
2009/11/1,新北市,土城區,80872,238769,119619,119150
2009/11/1,新北市,蘆洲區,64210,196880,97661,99219
2009/11/1,新北市,汐止區,77112,186583,92850,93733
2009/11/1,新北市,樹林區,57101,172055,86894,85161
2009/11/1,新北市,鶯歌區,26845,86605,43904,42701
2009/11/1,新北市,三峽區,33730,100394,51459,48935
2009/11/1,新北市,淡水區,54732,139718,68202,71516
2009/11/1,新北市,瑞芳區,15677,42724,21894,20830
2009/11/1,新北市,五股區,26719,79043,40242,38801
2009/11/1,新北市,泰山區,25824,76404,38500,37904
2009/11/1,新北市,林口區,27890,77892,38676,39216
2009/11/1,新北市,深坑區,8564,23112,11682,11430
2009/11/1,新北市,石碇區,3258,7966,4457,3509
2009/11/1,新北市,坪林區,2398,6566,3678,2888
2009/11/1,新北市,三芝區,8736,23382,12107,11275
2009/11/1,新北市,石門區,3883,12344,6518,5826
2009/11/1,新北市,八里區,11734,33851,17288,16563
2009/11/1,新北市,平溪區,2367,5464,3036,2428
2009/11/1,新北市,雙溪區,3812,9816,5295,4521
2009/11/1,新北市,貢寮區,4351,13900,7189,6711
2009/11/1,新北市,金山區,6567,22380,11280,11100
2009/11/1,新北市,萬里區,6872,21570,11007,10563
2009/11/1,新北市,烏來區,1693,5735,2912,2823
2009/11/1,宜蘭縣,宜蘭市,32805,95895,47326,48569
2009/11/1,宜蘭縣,羅東鎮,24614,73145,35198,37947
2009/11/1,宜蘭縣,蘇澳鎮,13437,43283,22259,21024
2009/11/1,宜蘭縣,頭城鎮,9570,31144,16135,15009
2009/11/1,宜蘭縣,礁溪鄉,12133,35848,18819,17029
2009/11/1,宜蘭縣,壯圍鄉,7990,25116,13260,11856
2009/11/1,宜蘭縣,員山鄉,10617,32362,17380,14982
2009/11/1,宜蘭縣,冬山鄉,16925,52315,27042,25273
2009/11/1,宜蘭縣,五結鄉,12724,38742,20180,18562
2009/11/1,宜蘭縣,三星鄉,7368,21743,11722,10021
2009/11/1,宜蘭縣,大同鄉,1807,5971,3272,2699
2009/11/1,宜蘭縣,南澳鄉,1770,5935,3158,2777
2009/11/1,桃園市,桃園區,139549,400711,196554,204157
2009/11/1,桃園市,中壢區,123044,364825,182633,182192
2009/11/1,桃園市,平鎮區,64918,206512,104127,102385
2009/11/1,桃園市,八德區,56348,174870,89241,85629
2009/11/1,桃園市,大溪區,28729,91853,47278,44575
2009/11/1,桃園市,楊梅區,46830,147858,75293,72565
2009/11/1,桃園市,蘆竹區,46261,138436,69513,68923
2009/11/1,桃園市,大園區,25432,81218,42250,38968
2009/11/1,桃園市,龜山區,48328,135558,68847,66711
2009/11/1,桃園市,龍潭區,36141,114205,58136,56069
2009/11/1,桃園市,新屋區,14812,49584,26447,23137
2009/11/1,桃園市,觀音區,18752,60725,32096,28629
2009/11/1,桃園市,復興區,3645,10542,5915,4627
2009/11/1,新竹縣,竹北市,44945,137365,69118,68247
2009/11/1,新竹縣,關西鎮,9178,32409,17263,15146
2009/11/1,新竹縣,新埔鎮,10268,36037,19064,16973
2009/11/1,新竹縣,竹東鎮,30110,97071,49005,48066
2009/11/1,新竹縣,湖口鄉,23045,75445,38610,36835
2009/11/1,新竹縣,橫山鄉,4367,14781,7980,6801
2009/11/1,新竹縣,新豐鄉,15286,52700,27278,25422
2009/11/1,新竹縣,芎林鄉,6238,20923,11027,9896
2009/11/1,新竹縣,寶山鄉,4578,13937,7509,6428
2009/11/1,新竹縣,北埔鄉,3074,10280,5563,4717
2009/11/1,新竹縣,峨眉鄉,2015,6134,3402,2732
2009/11/1,新竹縣,尖石鄉,2649,8325,4574,3751
2009/11/1,新竹縣,五峰鄉,1703,4651,2584,2067
2009/11/1,苗栗縣,苗栗市,28769,90864,45879,44985
2009/11/1,苗栗縣,苑裡鎮,13736,49009,25637,23372
2009/11/1,苗栗縣,通霄鎮,11225,38579,20559,18020
2009/11/1,苗栗縣,竹南鎮,23372,77246,39348,37898
2009/11/1,苗栗縣,頭份市,28788,96186,49066,47120
2009/11/1,苗栗縣,後龍鎮,11548,39824,21090,18734
2009/11/1,苗栗縣,卓蘭鎮,5896,18475,9777,8698
2009/11/1,苗栗縣,大湖鄉,5287,16204,8709,7495
2009/11/1,苗栗縣,公館鄉,10003,34803,18308,16495
2009/11/1,苗栗縣,銅鑼鄉,5950,19626,10400,9226
2009/11/1,苗栗縣,南庄鄉,3953,11328,6260,5068
2009/11/1,苗栗縣,頭屋鄉,3495,11709,6192,5517
2009/11/1,苗栗縣,三義鄉,5229,17668,9323,8345
2009/11/1,苗栗縣,西湖鄉,2657,7929,4390,3539
2009/11/1,苗栗縣,造橋鄉,3943,13740,7281,6459
2009/11/1,苗栗縣,三灣鄉,2382,7410,4021,3389
2009/11/1,苗栗縣,獅潭鄉,1680,5075,2834,2241
2009/11/1,苗栗縣,泰安鄉,1928,5874,3200,2674
2009/11/1,臺中市,豐原區,48777,165217,82154,83063
2009/11/1,臺中市,大里區,60391,195847,97359,98488
2009/11/1,臺中市,太平區,53754,172327,86656,85671
2009/11/1,臺中市,東勢區,16843,53723,27903,25820
2009/11/1,臺中市,大甲區,21347,78678,39969,38709
2009/11/1,臺中市,清水區,24566,85757,44288,41469
2009/11/1,臺中市,沙鹿區,22933,80474,40978,39496
2009/11/1,臺中市,梧棲區,15756,54942,27935,27007
2009/11/1,臺中市,后里區,14635,54431,28063,26368
2009/11/1,臺中市,神岡區,17400,64037,33086,30951
2009/11/1,臺中市,潭子區,31781,99521,49742,49779
2009/11/1,臺中市,大雅區,25825,89355,45082,44273
2009/11/1,臺中市,新社區,7285,25785,13571,12214
2009/11/1,臺中市,石岡區,4814,16146,8427,7719
2009/11/1,臺中市,外埔區,8701,32009,16487,15522
2009/11/1,臺中市,大安區,5200,20437,10789,9648
2009/11/1,臺中市,烏日區,20037,68364,34696,33668
2009/11/1,臺中市,大肚區,15624,55924,28694,27230
2009/11/1,臺中市,龍井區,20218,73736,37604,36132
2009/11/1,臺中市,霧峰區,18528,63885,32911,30974
2009/11/1,臺中市,和平區,4462,10747,5874,4873
2009/11/1,彰化縣,彰化市,70815,237147,118364,118783
2009/11/1,彰化縣,鹿港鎮,21905,85309,43781,41528
2009/11/1,彰化縣,和美鎮,23688,89584,46035,43549
2009/11/1,彰化縣,北斗鎮,9772,33625,17066,16559
2009/11/1,彰化縣,員林市,36235,125824,63382,62442
2009/11/1,彰化縣,溪湖鎮,14905,56247,28781,27466
2009/11/1,彰化縣,田中鎮,12442,44504,23217,21287
2009/11/1,彰化縣,二林鎮,14189,54510,28129,26381
2009/11/1,彰化縣,線西鄉,4054,17081,8780,8301
2009/11/1,彰化縣,伸港鄉,8838,35963,18536,17427
2009/11/1,彰化縣,福興鄉,11872,49194,25769,23425
2009/11/1,彰化縣,秀水鄉,9542,39000,20242,18758
2009/11/1,彰化縣,花壇鄉,12770,46244,23876,22368
2009/11/1,彰化縣,芬園鄉,6835,24993,13259,11734
2009/11/1,彰化縣,大村鄉,10077,36651,19117,17534
2009/11/1,彰化縣,埔鹽鄉,8686,34545,18140,16405
2009/11/1,彰化縣,埔心鄉,9793,35403,18374,17029
2009/11/1,彰化縣,永靖鄉,10302,39597,20546,19051
2009/11/1,彰化縣,社頭鄉,12205,45036,23215,21821
2009/11/1,彰化縣,二水鄉,5296,16755,8832,7923
2009/11/1,彰化縣,田尾鄉,7590,28861,15060,13801
2009/11/1,彰化縣,埤頭鄉,8470,32008,16770,15238
2009/11/1,彰化縣,芳苑鄉,9930,36592,19438,17154
2009/11/1,彰化縣,大城鄉,5356,19146,10405,8741
2009/11/1,彰化縣,竹塘鄉,4554,16686,8784,7902
2009/11/1,彰化縣,溪州鄉,8616,31868,16809,15059
2009/11/1,南投縣,南投市,32900,104686,52724,51962
2009/11/1,南投縣,埔里鎮,28042,85820,43348,42472
2009/11/1,南投縣,草屯鎮,30560,100291,50767,49524
2009/11/1,南投縣,竹山鎮,18778,58883,30425,28458
2009/11/1,南投縣,集集鎮,4271,12053,6343,5710
2009/11/1,南投縣,名間鄉,12002,41605,21856,19749
2009/11/1,南投縣,鹿谷鄉,6622,19362,10291,9071
2009/11/1,南投縣,中寮鄉,5609,16431,8931,7500
2009/11/1,南投縣,魚池鄉,5771,17373,9188,8185
2009/11/1,南投縣,國姓鄉,7207,21005,11496,9509
2009/11/1,南投縣,水里鄉,7219,20443,10735,9708
2009/11/1,南投縣,信義鄉,5145,17320,9380,7940
2009/11/1,南投縣,仁愛鄉,4909,15619,8188,7431
2009/11/1,雲林縣,斗六市,34099,106669,53763,52906
2009/11/1,雲林縣,斗南鎮,15049,47461,24146,23315
2009/11/1,雲林縣,虎尾鎮,22087,70178,35753,34425
2009/11/1,雲林縣,西螺鎮,13874,48992,24924,24068
2009/11/1,雲林縣,土庫鎮,8634,30742,16096,14646
