date,縣市,鄉鎮,戶數,人口總,人口男,人口女
2007/4/1,宜蘭縣,南澳鄉,1693,5865,3114,2751
2007/4/1,桃園市,桃園區,130642,386988,190512,196476
2007/4/1,桃園市,中壢區,114920,356087,179240,176847
2007/4/1,桃園市,平鎮區,60619,201280,102070,99210
2007/4/1,桃園市,八德區,52455,171416,88262,83154
2007/4/1,桃園市,大溪區,27057,89584,46506,43078
2007/4/1,桃園市,楊梅區,43065,141275,72430,68845
2007/4/1,桃園市,蘆竹區,41732,129260,65323,63937
2007/4/1,桃園市,大園區,23438,79211,41396,37815
2007/4/1,桃園市,龜山區,45112,130111,66699,63412
2007/4/1,桃園市,龍潭區,34090,112084,57367,54717
2007/4/1,桃園市,新屋區,14229,49917,26682,23235
2007/4/1,桃園市,觀音區,17634,59223,31443,27780
2007/4/1,桃園市,復興區,3603,10751,6036,4715
2007/4/1,新竹縣,竹北市,37900,121737,61411,60326
2007/4/1,新竹縣,關西鎮,8753,32719,17499,15220
2007/4/1,新竹縣,新埔鎮,9769,36140,19180,16960
2007/4/1,新竹縣,竹東鎮,28351,95992,48569,47423
2007/4/1,新竹縣,湖口鄉,21672,73676,37948,35728
2007/4/1,新竹縣,橫山鄉,4155,14741,8054,6687
2007/4/1,新竹縣,新豐鄉,14337,51263,26624,24639
2007/4/1,新竹縣,芎林鄉,5867,20742,10927,9815
2007/4/1,新竹縣,寶山鄉,4390,13761,7458,6303
2007/4/1,新竹縣,北埔鄉,2934,10423,5651,4772
2007/4/1,新竹縣,峨眉鄉,1965,6148,3426,2722
2007/4/1,新竹縣,尖石鄉,2522,8177,4529,3648
2007/4/1,新竹縣,五峰鄉,1666,4500,2557,1943
2007/4/1,苗栗縣,苗栗市,27616,90863,46119,44744
2007/4/1,苗栗縣,苑裡鎮,13126,48977,25689,23288
2007/4/1,苗栗縣,通霄鎮,10839,39440,21095,18345
2007/4/1,苗栗縣,竹南鎮,21265,74481,38077,36404
2007/4/1,苗栗縣,頭份市,26699,93964,48190,45774
2007/4/1,苗栗縣,後龍鎮,11331,40661,21614,19047
2007/4/1,苗栗縣,卓蘭鎮,5684,18579,9896,8683
2007/4/1,苗栗縣,大湖鄉,5038,16335,8817,7518
2007/4/1,苗栗縣,公館鄉,9449,34646,18210,16436
2007/4/1,苗栗縣,銅鑼鄉,5815,19992,10678,9314
2007/4/1,苗栗縣,南庄鄉,3809,11573,6451,5122
2007/4/1,苗栗縣,頭屋鄉,3428,11949,6287,5662
2007/4/1,苗栗縣,三義鄉,5051,17821,9439,8382
2007/4/1,苗栗縣,西湖鄉,2556,8070,4487,3583
2007/4/1,苗栗縣,造橋鄉,3853,13955,7384,6571
2007/4/1,苗栗縣,三灣鄉,2274,7558,4110,3448
2007/4/1,苗栗縣,獅潭鄉,1596,5196,2904,2292
2007/4/1,苗栗縣,泰安鄉,1787,5680,3130,2550
2007/4/1,臺中市,豐原區,46521,164196,82049,82147
2007/4/1,臺中市,大里區,57125,190744,95197,95547
2007/4/1,臺中市,太平區,51707,171160,86303,84857
2007/4/1,臺中市,東勢區,16443,55122,28763,26359
2007/4/1,臺中市,大甲區,20638,79532,40416,39116
2007/4/1,臺中市,清水區,23633,85707,44431,41276
2007/4/1,臺中市,沙鹿區,20917,77756,39744,38012
2007/4/1,臺中市,梧棲區,15109,53941,27484,26457
2007/4/1,臺中市,后里區,14115,54625,28365,26260
2007/4/1,臺中市,神岡區,16751,64176,33145,31031
2007/4/1,臺中市,潭子區,29704,96599,48529,48070
2007/4/1,臺中市,大雅區,24593,87214,44302,42912
2007/4/1,臺中市,新社區,7072,25804,13661,12143
2007/4/1,臺中市,石岡區,4609,16155,8406,7749
2007/4/1,臺中市,外埔區,8195,31721,16413,15308
2007/4/1,臺中市,大安區,5084,20731,10972,9759
2007/4/1,臺中市,烏日區,18812,67190,34314,32876
2007/4/1,臺中市,大肚區,15077,55869,28783,27086
2007/4/1,臺中市,龍井區,19218,71378,36566,34812
2007/4/1,臺中市,霧峰區,17924,64481,33232,31249
2007/4/1,臺中市,和平區,4487,10916,6009,4907
2007/4/1,彰化縣,彰化市,67916,235646,118198,117448
2007/4/1,彰化縣,鹿港鎮,20977,85017,43664,41353
2007/4/1,彰化縣,和美鎮,22562,88888,45747,43141
2007/4/1,彰化縣,北斗鎮,9388,33515,17050,16465
2007/4/1,彰化縣,員林市,34843,126279,63900,62379
2007/4/1,彰化縣,溪湖鎮,14316,56648,29121,27527
2007/4/1,彰化縣,田中鎮,12038,45220,23821,21399
2007/4/1,彰化縣,二林鎮,13727,55382,28660,26722
2007/4/1,彰化縣,線西鄉,3901,17046,8809,8237
2007/4/1,彰化縣,伸港鄉,8362,35561,18359,17202
2007/4/1,彰化縣,福興鄉,11356,48835,25657,23178
2007/4/1,彰化縣,秀水鄉,9078,38701,20101,18600
2007/4/1,彰化縣,花壇鄉,12135,46334,23971,22363
2007/4/1,彰化縣,芬園鄉,6718,25360,13468,11892
2007/4/1,彰化縣,大村鄉,9676,36453,19101,17352
2007/4/1,彰化縣,埔鹽鄉,8451,34794,18341,16453
2007/4/1,彰化縣,埔心鄉,9400,35421,18408,17013
2007/4/1,彰化縣,永靖鄉,9926,39902,20785,19117
2007/4/1,彰化縣,社頭鄉,11793,45535,23511,22024
2007/4/1,彰化縣,二水鄉,5150,17203,9114,8089
2007/4/1,彰化縣,田尾鄉,7418,29231,15241,13990
2007/4/1,彰化縣,埤頭鄉,8133,32103,16888,15215
2007/4/1,彰化縣,芳苑鄉,9783,37162,19768,17394
2007/4/1,彰化縣,大城鄉,5278,19402,10616,8786
2007/4/1,彰化縣,竹塘鄉,4453,16799,8893,7906
2007/4/1,彰化縣,溪州鄉,8414,32274,17089,15185
2007/4/1,南投縣,南投市,31821,105662,53452,52210
2007/4/1,南投縣,埔里鎮,27262,86512,43977,42535
2007/4/1,南投縣,草屯鎮,29129,99785,50743,49042
2007/4/1,南投縣,竹山鎮,17822,59319,30822,28497
2007/4/1,南投縣,集集鎮,4066,12181,6418,5763
2007/4/1,南投縣,名間鄉,11614,41708,22084,19624
2007/4/1,南投縣,鹿谷鄉,6209,19693,10514,9179
2007/4/1,南投縣,中寮鄉,5378,16677,9137,7540
2007/4/1,南投縣,魚池鄉,5575,17385,9296,8089
2007/4/1,南投縣,國姓鄉,6989,21682,11905,9777
2007/4/1,南投縣,水里鄉,7142,21164,11148,10016
2007/4/1,南投縣,信義鄉,5003,17254,9412,7842
2007/4/1,南投縣,仁愛鄉,4833,15508,8218,7290
2007/4/1,雲林縣,斗六市,32036,105181,53262,51919
2007/4/1,雲林縣,斗南鎮,14544,47874,24495,23379
2007/4/1,雲林縣,虎尾鎮,20711,69020,35336,33684
2007/4/1,雲林縣,西螺鎮,13476,49252,25173,24079
2007/4/1,雲林縣,土庫鎮,8301,31274,16442,14832
2007/4/1,雲林縣,北港鎮,14722,44545,23251,21294
2007/4/1,雲林縣,古坑鄉,10199,34951,18530,16421
2007/4/1,雲林縣,大埤鄉,6359,22006,11731,10275
2007/4/1,雲林縣,莿桐鄉,8609,31020,16281,14739
2007/4/1,雲林縣,林內鄉,5506,20502,10756,9746
2007/4/1,雲林縣,二崙鄉,8514,30839,16574,14265
2007/4/1,雲林縣,崙背鄉,7934,28254,15016,13238
2007/4/1,雲林縣,麥寮鄉,11069,33095,17716,15379
2007/4/1,雲林縣,東勢鄉,5574,17808,9659,8149
2007/4/1,雲林縣,褒忠鄉,4113,14926,7988,6938
2007/4/1,雲林縣,臺西鄉,8377,27499,14841,12658
2007/4/1,雲林縣,元長鄉,9028,29998,16374,13624
2007/4/1,雲林縣,四湖鄉,8674,27802,15377,12425
2007/4/1,雲林縣,口湖鄉,9263,31311,16824,14487
2007/4/1,雲林縣,水林鄉,9610,30005,16467,13538
2007/4/1,嘉義縣,太保市,10160,35292,18380,16912
2007/4/1,嘉義縣,朴子市,13422,44338,22804,21534
2007/4/1,嘉義縣,布袋鎮,9830,31499,16345,15154
2007/4/1,嘉義縣,大林鎮,10822,34517,17865,16652
2007/4/1,嘉義縣,民雄鄉,21354,72753,37618,35135
2007/4/1,嘉義縣,溪口鄉,5148,16915,9052,7863
2007/4/1,嘉義縣,新港鄉,10004,35515,18785,16730
2007/4/1,嘉義縣,六腳鄉,8867,27471,14612,12859
2007/4/1,嘉義縣,東石鄉,9055,28853,15405,13448
2007/4/1,嘉義縣,義竹鄉,7200,21929,11426,10503
2007/4/1,嘉義縣,鹿草鄉,5496,17525,9414,8111
2007/4/1,嘉義縣,水上鄉,16987,53780,28080,25700
2007/4/1,嘉義縣,中埔鄉,14315,48114,25242,22872
2007/4/1,嘉義縣,竹崎鄉,10989,39581,21138,18443
2007/4/1,嘉義縣,梅山鄉,6260,22406,11909,10497
2007/4/1,嘉義縣,番路鄉,3719,11835,6477,5358
2007/4/1,嘉義縣,大埔鄉,1745,3955,2150,1805
2007/4/1,嘉義縣,阿里山鄉,1927,6168,3316,2852
2007/4/1,臺南市,新營區,25915,79000,39742,39258
2007/4/1,臺南市,永康區,69367,209343,104827,104516
2007/4/1,臺南市,鹽水區,9559,28006,14625,13381
2007/4/1,臺南市,白河區,10667,32569,17271,15298
2007/4/1,臺南市,麻豆區,14124,46418,23874,22544
2007/4/1,臺南市,佳里區,18121,59204,29596,29608
2007/4/1,臺南市,新化區,12998,44654,22980,21674
2007/4/1,臺南市,善化區,13348,42296,21632,20664
2007/4/1,臺南市,學甲區,9116,28745,14799,13946
2007/4/1,臺南市,柳營區,7498,23322,12230,11092
2007/4/1,臺南市,後壁區,8332,26633,13880,12753
2007/4/1,臺南市,東山區,7981,23873,12815,11058
2007/4/1,臺南市,下營區,8797,26881,13948,12933
2007/4/1,臺南市,六甲區,7329,24510,12781,11729
2007/4/1,臺南市,官田區,7448,22732,11765,10967
2007/4/1,臺南市,大內區,3995,11437,6127,5310
2007/4/1,臺南市,西港區,7492,25725,13186,12539
2007/4/1,臺南市,七股區,7701,25211,13255,11956
2007/4/1,臺南市,將軍區,7228,22247,11418,10829
2007/4/1,臺南市,北門區,4159,12718,6562,6156
2007/4/1,臺南市,新市區,10328,35747,18018,17729
2007/4/1,臺南市,安定區,8567,29898,15572,14326
2007/4/1,臺南市,山上區,2668,8097,4294,3803
2007/4/1,臺南市,玉井區,4980,15960,8332,7628
2007/4/1,臺南市,楠西區,3583,11098,5935,5163
2007/4/1,臺南市,南化區,2804,9009,4954,4055
2007/4/1,臺南市,左鎮區,1923,5675,3141,2534
2007/4/1,臺南市,仁德區,23076,68154,35295,32859
2007/4/1,臺南市,歸仁區,19209,65254,33385,31869
2007/4/1,臺南市,關廟區,10444,37184,19377,17807
2007/4/1,臺南市,龍崎區,1538,4409,2407,2002
2007/4/1,高雄市,鳳山區,120339,338889,170167,168722
2007/4/1,高雄市,岡山區,31585,95615,48441,47174
2007/4/1,高雄市,旗山區,13484,41285,21672,19613
2007/4/1,高雄市,美濃區,13460,44358,23314,21044
2007/4/1,高雄市,林園區,23259,71490,36969,34521
2007/4/1,高雄市,大寮區,36132,109261,57174,52087
2007/4/1,高雄市,大樹區,12795,44971,23431,21540
2007/4/1,高雄市,仁武區,22691,66775,34588,32187
2007/4/1,高雄市,大社區,11096,32623,16822,15801
2007/4/1,高雄市,鳥松區,15424,41127,21033,20094
2007/4/1,高雄市,橋頭區,12205,36760,18969,17791
2007/4/1,高雄市,燕巢區,9522,31329,16820,14509
2007/4/1,高雄市,田寮區,3603,8659,4860,3799
2007/4/1,高雄市,阿蓮區,8819,30951,15674,15277
2007/4/1,高雄市,路竹區,15257,54658,28018,26640
2007/4/1,高雄市,湖內區,8939,28676,14882,13794
2007/4/1,高雄市,茄萣區,9842,32105,16872,15233
2007/4/1,高雄市,永安區,5592,14243,7322,6921
2007/4/1,高雄市,彌陀區,6363,20878,10972,9906
2007/4/1,高雄市,梓官區,11443,37406,19612,17794
2007/4/1,高雄市,六龜區,5629,15728,8594,7134
2007/4/1,高雄市,甲仙區,2580,8309,4484,3825
2007/4/1,高雄市,杉林區,3974,11478,6327,5151
2007/4/1,高雄市,內門區,4965,16651,9100,7551
2007/4/1,高雄市,茂林區,519,1770,903,867
2007/4/1,高雄市,桃源區,1205,4824,2594,2230
2007/4/1,屏東縣,屏東市,70231,216310,108589,107721
2007/4/1,屏東縣,潮州鎮,17416,57034,28867,28167
2007/4/1,屏東縣,東港鎮,14446,50371,25766,24605
2007/4/1,屏東縣,恆春鎮,10181,31285,16298,14987
2007/4/1,屏東縣,萬丹鄉,13597,54393,28279,26114
2007/4/1,屏東縣,長治鄉,9368,30971,16325,14646
2007/4/1,屏東縣,麟洛鄉,3430,11749,6100,5649
2007/4/1,屏東縣,九如鄉,6365,23261,12104,11157
2007/4/1,屏東縣,里港鄉,7727,26532,13683,12849
2007/4/1,屏東縣,鹽埔鄉,7421,27865,14585,13280
2007/4/1,屏東縣,高樹鄉,9493,27707,14880,12827
2007/4/1,屏東縣,萬巒鄉,6263,22829,12095,10734
2007/4/1,屏東縣,內埔鄉,17064,59568,31204,28364
2007/4/1,屏東縣,竹田鄉,5358,18576,9923,8653
2007/4/1,屏東縣,新埤鄉,3268,11086,5905,5181
2007/4/1,屏東縣,枋寮鄉,8245,27525,14633,12892
2007/4/1,屏東縣,新園鄉,10761,39784,20670,19114
2007/4/1,屏東縣,崁頂鄉,3897,16856,8736,8120
2007/4/1,屏東縣,林邊鄉,6148,21392,11128,10264
2007/4/1,屏東縣,南州鄉,3566,12193,6282,5911
2007/4/1,屏東縣,佳冬鄉,6563,21908,11481,10427
2007/4/1,屏東縣,琉球鄉,3696,12734,7062,5672
2007/4/1,屏東縣,車城鄉,3387,10187,5512,4675
2007/4/1,屏東縣,滿州鄉,2959,8735,4794,3941
2007/4/1,屏東縣,枋山鄉,2098,6305,3408,2897
2007/4/1,屏東縣,三地門鄉,2005,7267,3740,3527
2007/4/1,屏東縣,霧臺鄉,811,2799,1497,1302
2007/4/1,屏東縣,瑪家鄉,1799,6551,3439,3112
2007/4/1,屏東縣,泰武鄉,1069,4946,2636,2310
2007/4/1,屏東縣,來義鄉,2061,7863,4052,3811
2007/4/1,屏東縣,春日鄉,1251,5043,2654,2389
2007/4/1,屏東縣,獅子鄉,1408,5021,2674,2347
2007/4/1,屏東縣,牡丹鄉,1755,4941,2562,2379
2007/4/1,臺東縣,臺東市,36632,110439,56493,53946
2007/4/1,臺東縣,成功鎮,5287,16588,8908,7680
2007/4/1,臺東縣,關山鎮,3156,10048,5317,4731
2007/4/1,臺東縣,卑南鄉,6389,18591,10269,8322
2007/4/1,臺東縣,大武鄉,2464,7256,3819,3437
2007/4/1,臺東縣,太麻里鄉,4464,12339,6638,5701
2007/4/1,臺東縣,東河鄉,3428,9881,5495,4386
2007/4/1,臺東縣,長濱鄉,2807,8956,5072,3884
2007/4/1,臺東縣,鹿野鄉,3094,9076,4930,4146
2007/4/1,臺東縣,池上鄉,3184,9593,5147,4446
2007/4/1,臺東縣,綠島鄉,872,3067,1624,1443
2007/4/1,臺東縣,延平鄉,1051,3661,2053,1608
2007/4/1,臺東縣,海端鄉,1075,4606,2515,2091
2007/4/1,臺東縣,達仁鄉,1394,3790,2095,1695
2007/4/1,臺東縣,金峰鄉,974,3338,1773,1565
2007/4/1,臺東縣,蘭嶼鄉,1169,3908,2066,1842
2007/4/1,花蓮縣,花蓮市,38529,109548,54317,55231
2007/4/1,花蓮縣,鳳林鎮,4366,12608,6688,5920
2007/4/1,花蓮縣,玉里鎮,8744,28471,15599,12872
2007/4/1,花蓮縣,新城鄉,7124,20654,10784,9870
2007/4/1,花蓮縣,吉安鄉,27039,78817,40692,38125
2007/4/1,花蓮縣,壽豐鄉,6628,19485,10660,8825
2007/4/1,花蓮縣,光復鄉,4966,14883,7985,6898
2007/4/1,花蓮縣,豐濱鄉,1795,5426,3031,2395
2007/4/1,花蓮縣,瑞穗鄉,4479,13547,7344,6203
2007/4/1,花蓮縣,富里鄉,3869,12199,6754,5445
2007/4/1,花蓮縣,秀林鄉,4424,15027,7900,7127
2007/4/1,花蓮縣,萬榮鄉,2128,7168,3848,3320
2007/4/1,花蓮縣,卓溪鄉,1597,6620,3682,2938
2007/4/1,澎湖縣,馬公市,17581,54212,27689,26523
2007/4/1,澎湖縣,湖西鄉,4230,12852,6721,6131
2007/4/1,澎湖縣,白沙鄉,2914,9152,4852,4300
2007/4/1,澎湖縣,西嶼鄉,2641,8169,4249,3920
2007/4/1,澎湖縣,望安鄉,1687,4472,2393,2079
2007/4/1,澎湖縣,七美鄉,1075,3166,1695,1471
2007/4/1,基隆市,中正區,21499,57861,29825,28036
2007/4/1,基隆市,七堵區,18914,55112,28147,26965
2007/4/1,基隆市,暖暖區,13963,38542,19740,18802
2007/4/1,基隆市,仁愛區,18538,50166,25098,25068
2007/4/1,基隆市,中山區,18642,52801,27135,25666
2007/4/1,基隆市,安樂區,30458,85052,42540,42512
2007/4/1,基隆市,信義區,19149,50921,25637,25284
2007/4/1,新竹市,東區,62523,189043,93973,95070
2007/4/1,新竹市,北區,45657,137838,69072,68766
2007/4/1,新竹市,香山區,20561,69521,35694,33827
2007/4/1,臺中市,中區,8325,23713,11780,11933
2007/4/1,臺中市,東區,24545,73333,37382,35951
2007/4/1,臺中市,西區,40793,116276,56269,60007
2007/4/1,臺中市,南區,38527,109399,53528,55871
2007/4/1,臺中市,北區,52885,146954,71729,75225
2007/4/1,臺中市,西屯區,65706,196174,96071,100103
2007/4/1,臺中市,南屯區,47815,144347,69975,74372
2007/4/1,臺中市,北屯區,77057,237496,116179,121317
2007/4/1,嘉義市,東區,42958,128640,63196,65444
2007/4/1,嘉義市,西區,46863,143794,71780,72014
2007/4/1,臺南市,東區,67492,193054,94048,99006
2007/4/1,臺南市,南區,41586,128046,64639,63407
2007/4/1,臺南市,北區,44654,127936,63747,64189
2007/4/1,臺南市,安南區,50134,172751,88400,84351
2007/4/1,臺南市,安平區,20673,58035,27935,30100
2007/4/1,臺南市,中西區,29512,81667,40322,41345
2007/4/1,臺北市,松山區,75624,209882,99940,109942
2007/4/1,臺北市,信義區,84537,230254,112396,117858
2007/4/1,臺北市,大安區,113216,313455,148932,164523
2007/4/1,臺北市,中山區,86632,218439,104233,114206
2007/4/1,臺北市,中正區,59447,158935,77306,81629
2007/4/1,臺北市,大同區,45256,126516,62973,63543
2007/4/1,臺北市,萬華區,72047,193598,97757,95841
2007/4/1,臺北市,文山區,92824,260979,127523,133456
2007/4/1,臺北市,南港區,39071,113129,56363,56766
2007/4/1,臺北市,內湖區,90053,264925,128763,136162
2007/4/1,臺北市,士林區,96517,287473,140744,146729
2007/4/1,臺北市,北投區,85075,249561,122086,127475
2007/4/1,高雄市,鹽埕區,11198,28906,14742,14164
2007/4/1,高雄市,鼓山區,44781,119739,59747,59992
2007/4/1,高雄市,左營區,68814,184342,91882,92460
2007/4/1,高雄市,楠梓區,57540,166794,83460,83334
2007/4/1,高雄市,三民區,126767,360912,178192,182720
2007/4/1,高雄市,新興區,22684,57759,28353,29406
2007/4/1,高雄市,前金區,12209,30053,14819,15234
2007/4/1,高雄市,苓雅區,69564,189278,92960,96318
2007/4/1,高雄市,前鎮區,72038,200551,100855,99696
2007/4/1,高雄市,旗津區,10631,30081,15809,14272
2007/4/1,高雄市,小港區,57534,150389,76508,73881
2007/4/1,金門縣,金城鎮,9797,26817,14162,12655
2007/4/1,金門縣,金湖鎮,6363,17523,9326,8197
2007/4/1,金門縣,金沙鎮,4871,12633,6669,5964
2007/4/1,金門縣,金寧鄉,5380,14126,7609,6517
2007/4/1,金門縣,烈嶼鄉,2270,6857,3629,3228
2007/4/1,金門縣,烏坵鄉,133,451,233,218
2007/4/1,連江縣,南竿鄉,1055,5834,3376,2458
2007/4/1,連江縣,北竿鄉,366,1820,1076,744
2007/4/1,連江縣,莒光鄉,235,1159,685,474
2007/4/1,連江縣,東引鄉,245,978,581,397
2007/5/1,總計,臺灣地區,7402435,22805786,11542151,11263635
2007/5/1,總計,臺灣省,5907458,18662872,9508089,9154783
2007/5/1,總計,新北市,1290643,3776501,1890433,1886068
2007/5/1,總計,宜蘭縣,145410,460161,236067,224094
2007/5/1,總計,桃園市,610276,1919487,974894,944593
2007/5/1,總計,新竹縣,144787,490714,254152,236562
2007/5/1,總計,苗栗縣,161476,559818,292552,267266
2007/5/1,總計,臺中市,438500,1545524,787279,758245
2007/5/1,總計,彰化縣,345629,1314225,677948,636277
2007/5/1,總計,南投縣,162972,534186,276914,257272
2007/5/1,總計,雲林縣,216935,726986,382037,344949
2007/5/1,總計,嘉義縣,167527,552273,289866,262407
2007/5/1,總計,臺南市,350718,1105779,567731,538048
2007/5/1,總計,高雄市,412156,1244090,641340,602750
2007/5/1,總計,屏東縣,265265,891058,461191,429867
2007/5/1,總計,臺東縣,77502,234939,124095,110844
2007/5/1,總計,花蓮縣,115903,344336,179237,165099
2007/5/1,總計,澎湖縣,30167,92059,47622,44437
2007/5/1,總計,基隆市,141341,390380,198048,192332
2007/5/1,總計,新竹市,128993,396739,198848,197891
2007/5/1,總計,臺中市,356677,1049056,513464,535592
2007/5/1,總計,嘉義市,90035,272471,134961,137510
2007/5/1,總計,臺南市,254546,762090,379410,382680
2007/5/1,總計,臺北市,941000,2627232,1278685,1348547
2007/5/1,總計,高雄市,553977,1515682,755377,760305
2007/5/1,總計,福建省,30761,88497,47516,40981
2007/5/1,總計,金門縣,28856,78707,41803,36904
2007/5/1,總計,連江縣,1905,9790,5713,4077
2007/5/1,新北市,板橋區,179923,545442,272267,273175
2007/5/1,新北市,三重區,129368,383230,192458,190772
2007/5/1,新北市,永和區,87068,235999,114059,121940
2007/5/1,新北市,中和區,145213,409777,204058,205719
2007/5/1,新北市,新莊區,127674,394307,196157,198150
2007/5/1,新北市,新店區,109364,289507,143273,146234
2007/5/1,新北市,土城區,77543,236917,118994,117923
2007/5/1,新北市,蘆洲區,60387,190692,94934,95758
2007/5/1,新北市,汐止區,72974,179445,89843,89602
2007/5/1,新北市,樹林區,51200,163106,82728,80378
2007/5/1,新北市,鶯歌區,25267,85311,43514,41797
2007/5/1,新北市,三峽區,29357,93027,48061,44966
2007/5/1,新北市,淡水區,48674,130777,64461,66316
2007/5/1,新北市,瑞芳區,15393,43581,22411,21170
2007/5/1,新北市,五股區,25163,76652,39073,37579
2007/5/1,新北市,泰山區,24151,73587,37294,36293
2007/5/1,新北市,林口區,20668,63736,31949,31787
2007/5/1,新北市,深坑區,7988,21858,11187,10671
2007/5/1,新北市,石碇區,3135,7938,4413,3525
2007/5/1,新北市,坪林區,2319,6594,3712,2882
2007/5/1,新北市,三芝區,8418,23539,12279,11260
2007/5/1,新北市,石門區,3599,11690,6222,5468
2007/5/1,新北市,八里區,10940,32416,16660,15756
2007/5/1,新北市,平溪區,2335,5717,3194,2523
2007/5/1,新北市,雙溪區,3767,9932,5378,4554
2007/5/1,新北市,貢寮區,4277,13918,7262,6656
2007/5/1,新北市,金山區,6368,22199,11336,10863
2007/5/1,新北市,萬里區,6448,20297,10520,9777
